AthleteID,EventID,MedalID
138550,1190,1
16656,1190,2
47852,1190,2
80506,1190,2
86413,1190,2
134047,1190,2
1214,1191,0
55138,1191,1
85634,1191,2
1214,1192,0
50609,1192,0
53864,1192,0
65219,1192,0
90525,1192,0
110389,1192,0
127612,1192,0
139932,1192,0
34297,1192,1
61478,1192,2
85634,1192,1
89345,1192,2
117728,1192,1
133123,1192,1
134697,1192,1
138551,1192,1
44387,1192,2
71260,1192,2
1214,868,2
1400,868,0
12253,868,2
12628,868,0
47853,868,0
50609,868,2
65219,868,2
79573,868,0
80507,868,0
82697,868,2
110389,868,2
135180,868,0
41559,868,1
50380,868,1
62209,868,1
76898,868,1
82659,868,1
96134,868,1
40764,868,2
80737,868,2
1215,580,0
23094,580,1
35609,580,0
39089,580,0
40765,580,0
55754,580,0
110390,580,0
110768,580,0
565,580,1
85635,580,1
90477,580,1
118487,580,1
47854,580,2
86608,580,2
92437,580,2
92613,580,2
92945,580,2
135181,580,2
1215,782,0
23094,782,1
27159,782,0
35609,782,0
93359,782,0
97645,782,0
108150,782,2
110390,782,0
111766,782,0
128166,782,0
77779,782,1
90477,782,1
95918,782,1
105684,782,1
52206,782,2
126204,782,2
149804,782,2
1215,579,1
39089,579,0
86608,579,2
1215,532,1
23094,532,0
140680,532,2
1322,1271,0
28897,1271,0
50719,1271,0
84786,1271,1
90954,1271,2
107707,1271,0
117128,1271,2
133609,1271,0
137009,1271,0
23949,1271,1
59504,1271,1
64961,1271,2
153996,1271,1
157566,1271,1
157568,1271,1
13548,1271,2
36617,1271,2
137923,1271,2
1322,1169,1
117128,1169,2
137009,1169,0
1339,1281,0
105776,1281,1
18449,1281,2
1397,1325,0
15639,1325,0
30911,1325,0
31479,1325,0
33790,1325,0
48479,1325,0
58491,1325,0
95779,1325,0
97017,1325,0
107804,1325,0
112140,1325,0
125603,1325,0
130912,1325,0
145141,1325,0
145686,1325,0
151414,1325,0
1754,1325,1
7423,1325,1
9656,1325,1
19509,1325,1
45894,1325,1
49253,1325,1
51759,1325,1
56542,1325,1
66973,1325,1
84004,1325,1
87423,1325,1
116288,1325,1
120250,1325,1
121255,1325,1
135657,1325,1
149336,1325,1
23869,1325,2
23961,1325,2
24007,1325,2
44270,1325,2
45487,1325,2
59487,1325,2
80839,1325,2
80986,1325,2
84790,1325,2
106272,1325,2
116894,1325,2
132175,1325,2
138301,1325,2
157324,1325,2
157411,1325,2
157581,1325,2
1398,1326,0
30663,1326,0
30912,1326,0
34066,1326,0
48480,1326,0
58492,1326,0
65400,1326,0
77234,1326,0
107805,1326,0
112141,1326,0
132057,1326,0
145142,1326,0
145687,1326,0
145891,1326,0
145894,1326,0
151415,1326,0
8622,1326,1
9863,1326,1
28659,1326,1
29881,1326,1
85190,1326,1
85670,1326,1
106485,1326,1
117636,1326,1
117640,1326,1
119289,1326,1
134925,1326,1
140039,1326,1
143696,1326,1
144202,1326,1
150014,1326,1
151932,1326,1
7424,1326,2
9657,1326,2
22534,1326,2
30531,1326,2
52564,1326,2
84005,1326,2
84897,1326,2
92165,1326,2
97899,1326,2
116289,1326,2
119126,1326,2
123143,1326,2
124588,1326,2
133243,1326,2
133244,1326,2
1400,1328,0
136072,1328,2
107084,1328,2
1400,1329,2
12253,1329,0
36764,1329,0
58967,1329,0
79573,1329,2
80507,1329,2
82697,1329,0
90828,1329,0
110389,1329,0
135180,1329,2
136072,1329,1
138618,1329,0
29432,1329,1
54100,1329,1
64273,1329,1
81083,1329,1
83882,1329,1
86414,1329,2
1419,1341,0
34742,1341,0
65876,1341,0
87812,1341,0
116831,1341,0
125171,1341,1
139762,1341,1
148837,1341,1
151236,1341,1
49596,1341,2
109953,1341,2
113815,1341,2
115943,1341,2
128347,1341,2
1420,1028,0
10076,1028,0
12850,1028,0
27218,1028,0
93746,1028,0
117487,1028,0
29254,1028,1
31374,1028,1
31410,1028,1
78771,1028,1
106789,1028,1
123991,1028,1
4286,1028,2
9203,1028,2
18825,1028,2
27269,1028,2
88940,1028,2
125159,1028,2
1440,1354,0
35675,1354,0
46825,1354,0
66406,1354,0
66485,1354,0
67275,1354,0
68317,1354,0
76783,1354,0
83577,1354,0
93045,1354,0
93510,1354,0
96564,1354,0
110566,1354,0
110983,1354,0
131838,1354,0
143007,1354,0
147133,1354,0
19347,1354,1
25428,1354,1
43764,1354,1
47111,1354,1
50025,1354,1
89710,1354,1
91990,1354,1
92367,1354,1
101581,1354,1
102877,1354,1
110737,1354,1
111507,1354,1
115638,1354,1
120230,1354,1
120921,1354,1
123895,1354,1
156611,1354,1
34001,1354,2
34568,1354,2
40446,1354,2
51231,1354,2
66897,1354,2
67898,1354,2
69092,1354,2
79992,1354,2
93157,1354,2
100918,1354,2
101118,1354,2
106588,1354,2
106626,1354,2
113902,1354,2
134179,1354,2
134333,1354,2
143002,1354,2
1443,1356,0
31203,1356,0
101576,1356,0
112044,1356,0
134188,1356,0
145323,1356,0
145338,1356,0
145526,1356,0
145973,1356,0
146041,1356,0
17894,1356,1
32924,1356,1
54567,1356,1
62574,1356,1
65850,1356,1
71284,1356,1
95802,1356,1
110678,1356,1
127358,1356,1
131072,1356,1
131201,1356,1
153704,1356,1
4075,1356,2
47506,1356,2
47524,1356,2
47955,1356,2
86196,1356,2
87135,1356,2
109542,1356,2
111498,1356,2
138424,1356,2
142668,1356,2
147321,1356,2
148432,1356,2
1453,1361,0
11446,1361,0
27498,1361,0
41153,1361,0
43389,1361,0
84131,1361,0
121015,1361,0
141791,1361,0
38210,1361,1
42616,1361,1
63000,1361,1
67383,1361,1
67833,1361,1
68590,1361,1
69852,1361,1
79809,1361,1
115770,1361,1
117478,1361,1
148323,1361,1
149720,1361,1
6370,1361,2
10300,1361,2
11384,1361,2
45302,1361,2
48505,1361,2
49960,1361,2
96142,1361,2
112866,1361,2
123785,1361,2
131826,1361,2
140831,1361,2
146670,1361,2
1583,992,0
77848,992,1
84923,992,2
1612,767,0
18223,767,0
19895,767,0
54251,767,0
114130,767,0
131240,767,0
133313,767,0
143528,767,0
143544,767,0
50116,767,1
53903,767,1
74428,767,1
74433,767,1
80254,767,1
95163,767,1
95164,767,1
99224,767,1
108327,767,1
9901,767,2
13759,767,2
31792,767,2
77633,767,2
82560,767,2
88963,767,2
91664,767,2
92617,767,2
117594,767,2
1640,1023,0
98997,1023,0
157233,1023,1
157415,1023,1
23213,1023,2
48603,1023,2
1647,1418,0
123795,1418,1
7228,1418,2
1651,1495,0
52913,1495,0
88545,1495,0
138467,1495,0
140130,1495,0
141732,1495,0
154900,1495,2
157655,1495,2
52661,1495,1
59916,1495,1
69782,1495,1
105045,1495,1
134187,1495,1
145126,1495,1
78642,1495,2
83832,1495,2
157381,1495,2
1651,1497,0
52913,1497,0
54679,1497,2
71524,1497,0
83648,1497,0
98668,1497,0
120843,1497,1
123250,1497,0
140130,1497,0
149573,1497,0
59916,1497,2
76491,1497,1
92323,1497,1
105045,1497,2
128509,1497,1
145126,1497,2
157513,1497,1
17557,1497,2
35075,1497,2
144523,1497,2
1651,1496,2
114340,1496,0
111695,1496,1
1660,1498,0
1687,1498,0
1992,1498,0
5513,1498,0
7522,1498,0
19912,1498,0
29926,1498,0
60149,1498,0
85765,1498,0
86358,1498,0
100326,1498,0
115798,1498,0
143881,1498,0
25118,1498,1
109533,1498,1
109676,1498,1
115059,1498,1
122151,1498,1
129657,1498,1
129672,1498,1
129673,1498,1
129714,1498,1
129719,1498,1
129733,1498,1
129741,1498,1
129751,1498,1
129820,1498,1
129868,1498,1
31790,1498,2
39592,1498,2
48251,1498,2
52884,1498,2
88152,1498,2
88880,1498,2
100973,1498,2
108102,1498,2
108108,1498,2
108113,1498,2
111245,1498,2
114536,1498,2
117968,1498,2
130947,1498,2
1671,178,0
1683,178,0
1996,178,0
2345,178,0
3253,178,0
29927,178,0
53400,178,0
60132,178,0
66565,178,0
69207,178,0
69230,178,0
85762,178,0
94668,178,0
123761,178,0
128061,178,0
157693,178,0
9190,178,1
10172,178,1
13226,178,1
22492,178,1
34449,178,1
36624,178,1
59769,178,1
68831,178,1
79942,178,1
88241,178,1
90300,178,1
112925,178,1
113280,178,1
138881,178,1
151668,178,1
10093,178,2
14460,178,2
17810,178,2
34951,178,2
42032,178,2
43539,178,2
44013,178,2
51884,178,2
53729,178,2
60075,178,2
68446,178,2
75115,178,2
109664,178,2
116352,178,2
125301,178,2
130784,178,2
1721,571,0
37040,571,0
49542,571,0
66625,571,0
71898,571,0
79682,571,0
97116,571,0
117691,571,0
152430,571,0
18192,571,1
31948,571,1
50275,571,1
50545,571,1
90248,571,1
117731,571,1
129019,571,1
150508,571,1
157988,571,1
60281,571,2
72731,571,2
74289,571,2
113986,571,2
120105,571,2
120632,571,2
137907,571,2
138487,571,2
158184,571,2
1723,1523,0
3477,1523,0
11106,1523,0
25479,1523,0
31756,1523,0
53936,1523,0
58538,1523,0
116249,1523,0
148811,1523,0
54034,1523,1
90670,1523,1
117088,1523,1
134490,1523,1
134497,1523,1
134532,1523,1
137149,1523,1
141509,1523,1
151301,1523,1
9879,1523,2
24241,1523,2
32823,1523,2
37409,1523,2
44770,1523,2
92011,1523,2
129388,1523,2
147130,1523,2
147476,1523,2
1775,212,0
7479,212,2
38549,212,0
94123,212,0
104234,212,0
127525,212,2
137864,212,0
143109,212,0
21634,212,1
21637,212,1
88736,212,1
91966,212,1
112211,212,1
112741,212,2
140876,212,2
147759,212,1
68804,212,2
93275,212,2
1775,213,0
91966,213,1
140876,213,2
1789,1576,0
14127,1576,1
124807,1576,2
1790,877,0
76143,877,1
142756,877,2
1791,1577,0
42465,1577,1
115116,1577,2
1792,1578,0
82651,1578,1
59228,1578,2
1798,1582,0
19883,1582,0
50688,1582,0
81854,1582,0
120818,1582,2
4872,1582,1
32467,1582,1
33044,1582,1
41550,1582,1
29315,1582,2
103581,1582,2
104302,1582,2
1837,1604,0
90587,1604,0
88294,1604,1
148077,1604,1
31706,1604,2
47845,1604,2
1842,1609,0
2801,1609,0
13725,1609,0
26388,1609,0
46363,1609,0
48061,1609,0
49004,1609,0
56152,1609,0
56753,1609,0
77734,1609,0
79563,1609,0
103775,1609,0
110371,1609,0
116593,1609,0
118124,1609,0
119894,1609,0
123872,1609,0
4274,1609,2
10585,1609,2
13060,1609,2
13836,1609,2
21154,1609,2
29953,1609,2
33128,1609,2
56409,1609,2
57875,1609,2
58489,1609,2
74769,1609,2
77375,1609,2
78138,1609,2
82778,1609,2
83644,1609,2
84071,1609,2
84086,1609,2
97093,1609,2
100423,1609,2
112620,1609,2
116824,1609,2
125319,1609,2
131381,1609,2
134668,1609,2
137937,1609,2
149900,1609,2
151454,1609,2
152035,1609,2
152036,1609,2
152914,1609,2
1847,1615,0
112880,1615,1
38484,1615,2
1862,1001,0
6310,1001,0
32307,1001,0
33467,1001,0
39417,1001,0
41280,1001,0
49829,1001,0
56453,1001,0
56551,1001,0
70725,1001,0
81599,1001,0
92301,1001,0
92308,1001,0
105639,1001,0
105739,1001,0
109145,1001,0
144044,1001,0
144393,1001,0
144821,1001,0
146528,1001,0
61863,1001,1
68028,1001,1
72438,1001,1
72526,1001,1
72602,1001,1
94168,1001,1
98512,1001,1
101135,1001,1
101178,1001,1
104866,1001,1
122228,1001,1
124069,1001,1
124086,1001,1
135764,1001,1
135775,1001,1
137785,1001,1
141083,1001,1
141131,1001,1
149647,1001,1
150621,1001,1
23281,1001,2
23322,1001,2
23324,1001,2
23758,1001,2
23893,1001,2
24320,1001,2
59456,1001,2
59523,1001,2
65366,1001,2
75259,1001,2
75884,1001,2
81151,1001,2
81513,1001,2
81540,1001,2
82594,1001,2
82602,1001,2
105881,1001,2
142834,1001,2
150171,1001,2
154040,1001,2
1863,1628,0
20481,1628,0
26844,1628,0
39418,1628,0
44552,1628,0
56454,1628,0
61524,1628,0
70726,1628,0
78602,1628,0
81600,1628,0
84132,1628,0
86957,1628,0
95287,1628,0
105640,1628,0
105740,1628,0
106819,1628,0
119747,1628,0
126277,1628,0
144045,1628,0
