AthleteID,EventID,MedalID
150934,4205,1
51135,4205,2
96784,4205,2
121480,4205,2
153516,4205,2
13275,4147,0
29651,4147,0
44364,4147,1
72188,4147,1
14819,4147,2
82796,4147,2
13275,4146,2
110157,4146,0
95798,4146,1
13281,1422,0
31270,1422,0
95712,1422,0
111892,1422,0
111897,1422,0
116513,1422,0
13866,1422,1
59068,1422,1
94648,1422,1
124767,1422,1
148858,1422,1
149417,1422,1
34108,1422,2
34109,1422,2
125241,1422,2
135347,1422,2
139614,1422,2
149849,1422,2
13295,898,0
15507,898,0
17112,898,0
34674,898,0
43837,898,0
48741,898,0
83757,898,0
85899,898,0
86763,898,0
86764,898,0
90046,898,0
119642,898,0
122739,898,0
124375,898,0
143363,898,0
156534,898,0
156615,898,0
158079,898,0
13073,898,1
27813,898,1
28264,898,1
33581,898,1
35765,898,1
43562,898,1
54041,898,1
57697,898,1
84027,898,1
85169,898,1
90830,898,1
92358,898,1
102597,898,1
108842,898,1
112951,898,1
112953,898,1
120169,898,1
129339,898,1
132555,898,1
140882,898,1
147979,898,1
149797,898,1
151870,898,1
5668,898,2
12539,898,2
38837,898,2
43154,898,2
46698,898,2
53237,898,2
55835,898,2
56329,898,2
68818,898,2
74926,898,2
107508,898,2
108333,898,2
117118,898,2
137410,898,2
139433,898,2
143296,898,2
13315,1235,0
25877,1235,0
36853,1235,0
80404,1235,0
108146,1235,0
124277,1235,0
125453,1235,0
129355,1235,0
135695,1235,0
139857,1235,0
44384,1235,1
64331,1235,1
68029,1235,1
68090,1235,1
98502,1235,1
137505,1235,1
137732,1235,1
137847,1235,1
138207,1235,1
3104,1235,2
17551,1235,2
25668,1235,2
42813,1235,2
43722,1235,2
59000,1235,2
77846,1235,2
116247,1235,2
153684,1235,2
13340,4498,0
19578,4498,0
21474,4498,0
25250,4498,0
26990,4498,0
30381,4498,0
35080,4498,0
59719,4498,0
95473,4498,0
95897,4498,0
136327,4498,0
150960,4498,0
28076,4498,2
49513,4498,2
52358,4498,2
65246,4498,2
85936,4498,2
149820,4498,2
13390,2963,0
140337,2963,0
84179,2963,1
34770,2963,2
13391,3648,0
54274,3648,1
29606,3648,2
13394,179,0
44630,179,0
54938,179,0
68459,179,0
73397,179,0
91393,179,0
95168,179,0
97150,179,0
99986,179,0
151191,179,0
151249,179,0
151594,179,0
151597,179,0
153258,179,0
153274,179,0
156960,179,0
156962,179,0
169,179,1
18090,179,1
18279,179,1
31727,179,1
34488,179,1
36769,179,1
46830,179,1
51515,179,1
53520,179,1
68002,179,1
72021,179,1
77173,179,1
89173,179,1
102825,179,1
125752,179,1
131086,179,1
151369,179,1
2952,179,2
2957,179,2
4019,179,2
5811,179,2
27371,179,2
38689,179,2
39832,179,2
39844,179,2
41235,179,2
43902,179,2
46160,179,2
103670,179,2
117414,179,2
122339,179,2
131787,179,2
143170,179,2
13436,262,0
24873,262,0
57617,262,0
76049,262,0
87288,262,0
92940,262,0
106434,262,0
121731,262,0
131796,262,0
138486,262,0
140595,262,0
148756,262,0
4651,262,1
7071,262,1
26340,262,1
50334,262,1
55072,262,1
85970,262,1
86888,262,1
116640,262,1
117669,262,1
118656,262,1
131121,262,1
131394,262,1
5758,262,2
28916,262,2
28936,262,2
34144,262,2
75593,262,2
102680,262,2
107445,262,2
110113,262,2
114912,262,2
116236,262,2
149215,262,2
156845,262,2
13472,1692,0
42683,1692,1
49819,1692,2
13479,4121,0
122532,4121,1
151356,4121,1
29649,4121,2
13484,3149,0
137233,3149,2
127809,3149,1
13484,3329,1
25358,3329,0
71823,3329,0
90592,3329,2
117716,3329,0
137233,3329,0
143790,3329,2
5883,3329,1
60387,3329,1
129534,3329,1
151926,3329,2
151958,3329,2
13484,4510,2
113348,4510,0
20101,4510,1
13518,4138,0
85542,4138,1
11683,4138,2
13519,221,0
143062,221,1
55347,221,2
13523,969,0
129186,969,1
138481,969,2
13549,2287,0
126600,2287,1
89330,2287,2
13555,2561,0
97838,2561,1
115143,2561,2
13555,2471,0
35242,2471,0
56527,2471,0
72277,2471,0
97838,2471,2
115143,2471,0
40182,2471,1
87096,2471,1
127583,2471,1
138130,2471,1
150314,2471,1
91683,2471,2
107403,2471,2
133023,2471,2
143628,2471,2
13555,2562,0
115143,2562,2
140755,2562,1
13555,4338,0
134117,4338,1
107403,4338,2
13555,2473,1
56527,2473,2
151789,2473,0
13557,248,0
97064,248,1
130330,248,2
13575,4516,0
58623,4516,1
109347,4516,0
31849,4516,2
13587,3795,0
48227,3795,0
50045,3795,0
53102,3795,0
56012,3795,0
133105,3795,0
48541,3795,1
48542,3795,1
72229,3795,1
113378,3795,1
148852,3795,1
149048,3795,1
19915,3795,2
51050,3795,2
59875,3795,2
89652,3795,2
106175,3795,2
151861,3795,2
13610,1373,0
15903,1373,0
46992,1373,0
13627,2267,0
130136,2267,0
9478,2267,1
100038,2267,1
124844,2267,2
151393,2267,2
13679,300,0
52987,300,1
157626,300,2
13704,4528,0
34179,4528,0
118326,4528,0
118327,4528,0
13732,3070,0
22547,3070,0
44905,3070,0
55340,3070,0
62571,3070,0
78778,3070,0
9501,3070,1
18082,3070,2
64787,3070,1
79882,3070,1
93565,3070,1
104558,3070,1
131715,3070,1
134688,3070,2
32190,3070,2
40439,3070,2
13733,1938,0
62572,1938,2
113485,1938,1
13733,1939,0
62426,1939,2
21710,1939,1
13733,405,0
29468,405,0
48152,405,0
62426,405,0
62572,405,0
65501,405,0
77413,405,0
42341,405,1
57322,405,1
113485,405,2
117681,405,1
155352,405,2
157073,405,1
10006,405,2
16084,405,2
90016,405,2
140928,405,2
13733,406,0
22949,406,0
29468,406,0
30071,406,2
48152,406,0
51006,406,1
65532,406,0
104345,406,0
39973,406,1
42341,406,2
56045,406,1
57322,406,2
57647,406,1
110319,406,1
130243,406,1
157073,406,2
82728,406,2
13733,2060,2
99849,2060,0
62800,2060,1
13734,1930,0
59665,1930,0
62573,1930,0
65502,1930,0
103878,1930,0
112544,1930,2
114288,1930,2
138814,1930,2
139989,1930,0
111098,1930,1
117682,1930,1
137238,1930,1
142623,1930,1
157074,1930,1
157766,1930,1
10007,1930,2
69431,1930,2
113486,1930,2
13734,2227,2
62573,2227,1
112544,2227,0
13767,1200,0
22147,1200,0
22439,1200,0
50679,1200,0
65025,1200,0
80365,1200,0
117971,1200,0
131248,1200,0
133415,1200,0
136804,1200,0
138748,1200,0
140172,1200,0
6065,1200,1
6390,1200,1
9101,1200,1
52096,1200,1
66659,1200,1
67555,1200,1
73493,1200,1
104905,1200,1
115212,1200,1
127842,1200,1
134266,1200,1
148575,1200,1
10226,1200,2
18020,1200,2
26929,1200,2
40157,1200,2
54493,1200,2
62366,1200,2
112717,1200,2
112902,1200,2
131502,1200,2
133096,1200,2
136000,1200,2
138919,1200,2
13782,320,0
97924,320,1
123384,320,2
13842,1398,0
14450,1398,0
86169,1398,0
138689,1398,0
141188,1398,0
66769,1398,1
68182,1398,1
85486,1398,1
99151,1398,1
141042,1398,1
1511,1398,2
46383,1398,2
83145,1398,2
94634,1398,2
114479,1398,2
13861,2871,0
46727,2871,0
115255,2871,1
156366,2871,1
49443,2871,2
74694,2871,2
13862,3174,0
20774,3174,1
58472,3174,1
70223,3174,2
13868,4247,0
151238,4247,0
31686,4247,1
84819,4247,1
78267,4247,2
149861,4247,2
13869,3079,0
44578,3079,0
53752,3079,0
70974,3079,0
150887,3079,0
18144,3079,1
78134,3079,1
92603,3079,1
94418,3079,1
142569,3079,1
29694,3079,2
52236,3079,2
94768,3079,2
104570,3079,2
150931,3079,2
13975,237,0
58573,237,0
80063,237,0
105713,237,0
121035,237,0
124893,237,0
124894,237,0
125708,237,0
148913,237,0
63077,237,1
64429,237,1
72991,237,1
84267,237,1
84491,237,1
107872,237,1
112016,237,1
136482,237,1
147249,237,1
4580,237,2
6214,237,2
13595,237,2
33159,237,2
75515,237,2
78904,237,2
85151,237,2
90743,237,2
92288,237,2
13985,2501,0
155685,2501,1
72404,2501,2
13989,4544,0
124355,4544,2
139311,4544,1
14010,3768,0
152084,3768,1
113790,3768,2
14010,3769,2
152084,3769,0
113790,3769,1
14028,1978,0
37697,1978,0
43989,1978,0
67483,1978,0
77365,1978,0
80540,1978,0
83026,1978,0
84330,1978,0
86443,1978,0
95803,1978,0
109464,1978,0
110176,1978,0
10892,1978,1
73285,1978,1
75155,1978,1
82762,1978,1
88256,1978,1
91424,1978,1
110910,1978,1
125975,1978,1
134109,1978,1
30171,1978,2
46460,1978,2
47535,1978,2
51110,1978,2
53508,1978,2
57038,1978,2
65327,1978,2
71034,1978,2
92132,1978,2
92210,1978,2
96408,1978,2
134777,1978,2
14037,2825,0
14496,2825,0
38979,2825,0
64746,2825,0
65426,2825,0
77953,2825,0
4535,2825,1
52954,2825,1
77889,2825,1
77899,2825,1
85386,2825,1
103898,2825,1
55775,2825,2
81166,2825,2
105060,2825,2
124505,2825,2
124513,2825,2
130437,2825,2
14043,4546,0
151417,4546,0
88026,4546,1
115003,4546,1
36073,4546,2
71375,4546,2
14104,393,0
16095,393,2
54520,393,0
138928,393,0
140753,393,0
37460,393,1
57439,393,1
71772,393,1
154080,393,1
73405,393,2
83674,393,2
129028,393,2
14104,233,2
16095,233,0
91985,233,1
14150,4553,0
80567,4553,1
148902,4553,1
90379,4553,2
14164,4555,0
64806,4555,0
152310,4555,1
152311,4555,1
53753,4555,2
58681,4555,2
14169,383,0
94305,383,1
114748,383,2
14192,2171,0
23260,2171,0
36366,2171,0
50059,2171,0
50498,2171,0
53142,2171,0
63410,2171,0
122566,2171,0
142095,2171,0
14609,2171,1
36989,2171,1
44244,2171,1
54431,2171,1
81215,2171,1
84931,2171,1
133612,2171,1
138827,2171,1
139908,2171,1
8670,2171,2
9212,2171,2
9761,2171,2
17020,2171,2
25462,2171,2
32069,2171,2
46163,2171,2
93169,2171,2
147659,2171,2
14194,4559,0
151719,4559,1
28242,4559,2
14226,882,2
15286,882,0
46263,882,1
14226,672,2
15286,672,0
151218,672,1
14237,2437,0
17576,2437,0
17637,2437,0
19619,2437,0
22475,2437,0
25995,2437,0
27807,2437,0
42376,2437,0
62813,2437,0
76986,2437,0
84639,2437,0
108800,2437,0
3624,2437,1
14117,2437,1
14118,2437,1
42288,2437,1
53055,2437,1
81329,2437,1
86584,2437,1
100756,2437,1
115120,2437,1
116372,2437,1
131494,2437,1
133104,2437,1
35359,2437,2
47591,2437,2
50923,2437,2
60001,2437,2
97653,2437,2
107341,2437,2
107468,2437,2
107471,2437,2
120189,2437,2
135925,2437,2
147209,2437,2
153697,2437,2
14245,89,0
53385,89,1
57749,89,2
14245,90,0
53385,90,0
78994,90,0
150031,90,0
14055,90,1
15043,90,1
57749,90,2
86445,90,1
122196,90,2
130563,90,1
145341,90,2
106831,90,2
14246,4567,0
39712,4567,0
78699,4567,0
30836,4567,1
34901,4567,1
63504,4567,1
125077,4567,1
35205,4567,2
48509,4567,2
92663,4567,2
136274,4567,2
14282,2065,0
118639,2065,0
119282,2065,0
134292,2065,0
18093,2065,1
20748,2065,1
34639,2065,1
91064,2065,1
18182,2065,2
19513,2065,2
57465,2065,2
103826,2065,2
14290,3233,0
49636,3233,0
49919,3233,0
55752,3233,0
78148,3233,0
112811,3233,0
118877,3233,0
125783,3233,0
145262,3233,0
145265,3233,0
145489,3233,0
158385,3233,0
10190,3233,1
18750,3233,1
36719,3233,1
47068,3233,1
50344,3233,1
50349,3233,1
65120,3233,1
74004,3233,1
92382,3233,1
110120,3233,1
138256,3233,1
149308,3233,1
12670,3233,2
16749,3233,2
17018,3233,2
21133,3233,2
45972,3233,2
47471,3233,2
50292,3233,2
92042,3233,2
106660,3233,2
123900,3233,2
141069,3233,2
158078,3233,2
14294,1875,0
48757,1875,1
16467,1875,2
14305,4197,0
135227,4197,1
86847,4197,2
14305,4572,0
107666,4572,1
152767,4572,2
14305,4312,0
135227,4312,1
45983,4312,2
14305,3662,0
133321,3662,0
145440,3662,0
153290,3662,0
43095,3662,1
65308,3662,1
85109,3662,1
98035,3662,1
135227,3662,2
70770,3662,2
89026,3662,2
90775,3662,2
14310,1494,0
42760,1494,0
1650,1494,1
52789,1494,1
117481,1494,2
156859,1494,2
14328,2540,0
49122,2540,1
138707,2540,1
39996,2540,2
14343,2949,0
34611,2949,1
91732,2949,2
14402,4293,0
51517,4293,2
125733,4293,1
14402,4294,0
125733,4294,1
153658,4294,2
14402,4423,0
51517,4423,0
125733,4423,0
153658,4423,0
12301,4423,1
52364,4423,1
85044,4423,1
101012,4423,1
62759,4423,2
63522,4423,2
90711,4423,2
114770,4423,2
14409,2169,0
17784,2169,0
20487,2169,0
29550,2169,0
34872,2169,0
43734,2169,0
133409,2169,0
140078,2169,0
153774,2169,0
34878,2169,1
41652,2169,1
53695,2169,1
55427,2169,1
91218,2169,1
97546,2169,1
101680,2169,1
117583,2169,1
120160,2169,1
7880,2169,2
12264,2169,2
48732,2169,2
53428,2169,2
69924,2169,2
77392,2169,2
100404,2169,2
135915,2169,2
151634,2169,2
14421,2445,0
25699,2445,0
30000,2445,0
33083,2445,1
40398,2445,0
54464,2445,0
73103,2445,1
120021,2445,1
142733,2445,0
153168,2445,0
33616,2445,1
117892,2445,1
153611,2445,1
44407,2445,2
44472,2445,2
61641,2445,2
154658,2445,2
14433,1487,0
119365,1487,0
119598,1487,2
122636,1487,0
148758,1487,0
9255,1487,1
91824,1487,1
109231,1487,1
146849,1487,1
22038,1487,2
119609,1487,2
126147,1487,2
14433,1486,2
119598,1486,0
122636,1486,1
14448,186,0
14671,186,0
34270,186,0
60972,186,0
66581,186,0
76296,186,0
80550,186,0
87394,186,0
110085,186,0
126427,186,0
126867,186,0
135683,186,0
149367,186,0
155308,186,0
157502,186,0
3733,186,1
6238,186,1
43326,186,1
50817,186,1
56632,186,1
74855,186,1
76057,186,1
83804,186,1
84297,186,1
94791,186,1
96742,186,1
103015,186,1
117810,186,1
131884,186,1
7403,186,2
19270,186,2
29701,186,2
32504,186,2
37344,186,2
48212,186,2
58595,186,2
58980,186,2
76720,186,2
77347,186,2
80726,186,2
101116,186,2
102408,186,2
111055,186,2
113766,186,2
156136,186,2
14449,789,0
34922,789,0
36059,789,0
86024,789,0
99173,789,0
127298,789,0
14244,789,1
78269,789,1
105861,789,1
123573,789,1
124385,789,1
133915,789,1
48977,789,2
61940,789,2
80337,789,2
98822,789,2
123431,789,2
143340,789,2
14537,2643,0
10031,2643,1
103036,2643,2
14544,534,0
52176,534,0
35600,534,1
120216,534,1
43861,534,2
76027,534,2
14544,4136,0
52176,4136,0
13331,4136,1
73858,4136,1
103969,4136,2
136152,4136,2
14545,3156,0
52177,3156,0
124592,3156,2
26444,3156,1
142535,3156,1
15591,3156,2
14545,2275,2
52177,2275,2
120217,2275,0
124592,2275,0
36605,2275,1
68178,2275,1
14564,1787,0
87052,1787,2
46983,1787,1
14613,1266,0
79685,1266,2
4590,1266,1
14620,4198,0
23169,4198,0
54237,4198,0
55306,4198,0
55364,4198,2
66339,4198,2
10282,4198,1
43135,4198,1
54858,4198,1
60201,4198,2
138875,4198,1
90526,4198,2
14653,3200,0
6144,3200,1
5470,3200,2
14698,327,0
33277,327,0
46317,327,0
51321,327,0
88731,327,0
147543,327,0
911,327,1
22170,327,1
37584,327,1
55583,327,1
80270,327,1
120055,327,1
15446,327,2
16456,327,2
27748,327,2
45942,327,2
45944,327,2
79988,327,2
14698,326,1
46317,326,0
45944,326,2
14701,700,0
29847,700,0
58728,700,0
65864,700,0
66570,700,0
68432,700,2
73457,700,2
93615,700,0
127563,700,0
144312,700,0
14655,700,1
14828,700,2
16116,700,1
23022,700,1
51790,700,2
67328,700,2
74197,700,2
89297,700,1
114681,700,1
116616,700,1
133232,700,1
138670,700,2
146221,700,1
150975,700,2
14701,705,0
58728,705,2
73457,705,1
14701,699,2
58728,699,0
73457,699,1
14735,1423,0
52778,1423,0
100573,1423,0
118032,1423,0
118034,1423,0
17496,1423,1
46359,1423,1
48015,1423,1
51508,1423,1
94868,1423,1
43265,1423,2
62404,1423,2
117902,1423,2
117904,1423,2
119841,1423,2
14737,4610,0
42291,4610,0
42292,4610,0
57226,4610,0
87024,4610,0
99930,4610,0
120302,4610,0
125774,4610,0
125780,4610,0
151190,4610,0
67613,4610,1
83589,4610,1
14737,4612,0
42291,4612,0
42292,4612,0
57226,4612,0
87024,4612,0
99930,4612,0
120302,4612,0
125774,4612,0
125780,4612,0
151190,4612,0
14739,4035,0
51216,4035,0
68444,4035,0
107232,4035,1
117535,4035,0
133363,4035,0
22516,4035,1
78938,4035,1
95742,4035,1
105070,4035,2
140031,4035,1
44248,4035,2
56421,4035,2
124511,4035,2
126436,4035,2
14763,3711,0
59624,3711,0
18255,3711,1
120906,3711,1
49602,3711,2
93429,3711,2
14779,2401,0
37135,2401,0
102965,2401,0
117677,2401,2
133820,2401,0
5224,2401,1
12950,2401,1
55889,2401,2
113727,2401,1
157426,2401,1
75003,2401,2
112771,2401,2
14881,1301,0
18143,1301,0
78133,1301,0
97946,1301,0
142568,1301,0
74055,1301,1
87804,1301,1
126039,1301,1
133911,1301,1
137315,1301,1
47862,1301,2
101878,1301,2
128718,1301,2
142820,1301,2
144456,1301,2
14902,2135,0
71899,2135,0
82823,2135,0
92470,2135,0
99556,2135,0
117692,2135,0
123281,2135,0
125985,2135,0
152431,2135,0
5587,2135,1
5796,2135,1
15408,2135,1
18945,2135,1
26791,2135,1
34386,2135,1
44097,2135,1
60909,2135,1
113287,2135,1
44182,2135,2
108059,2135,2
113330,2135,2
113846,2135,2
114300,2135,2
134367,2135,2
139374,2135,2
144129,2135,2
157668,2135,2
14909,3464,0
78389,3464,1
87712,3464,2
14937,2704,0
146819,2704,1
19378,2704,2
14938,3186,0
136109,3186,1
58645,3186,2
14958,1389,0
14960,1389,0
47778,1389,2
71225,1389,1
74344,1389,1
154176,1389,2
14965,4224,0
110855,4224,1
46855,4224,2
14978,3395,0
73572,3395,1
20297,3395,2
14986,2351,0
129004,2351,1
112905,2351,2
14986,2349,1
128552,2349,0
129004,2349,2
14986,2350,2
129004,2350,0
36056,2350,1
14987,2355,0
25258,2355,0
45089,2355,0
51143,2355,0
60229,2355,0
84714,2355,0
93537,2355,2
15607,2355,2
18406,2355,1
30453,2355,1
93415,2355,1
103397,2355,1
135341,2355,1
157967,2355,1
48583,2355,2
52638,2355,2
99394,2355,2
107371,2355,2
14989,1808,0
156817,1808,1
124186,1808,2
14992,2180,1
38527,2180,0
112152,2180,2
15006,3273,0
58702,3273,1
43926,3273,2
15035,1535,0
33732,1535,2
75275,1535,1
15045,2986,0
106211,2986,0
152341,2986,0
7826,2986,1
63139,2986,1
86850,2986,1
4938,2986,2
12738,2986,2
148871,2986,2
15104,280,0
63516,280,0
63519,280,0
102700,280,0
41668,280,1
125189,280,1
135237,280,1
14746,280,2
61120,280,2
74076,280,2
75630,280,2
15106,750,0
45930,750,0
110686,750,0
117472,750,0
122511,750,0
131473,750,1
735,750,1
67231,750,1
84189,750,1
96714,750,1
25121,750,2
62268,750,2
82077,750,2
135375,750,2
136810,750,2
15107,713,0
117473,713,1
144685,713,2
15107,714,2
16024,714,0
42086,714,0
55458,714,0
100410,714,0
114176,714,0
11535,714,1
28765,714,1
41536,714,1
87082,714,1
90062,714,1
117473,714,2
56178,714,2
80049,714,2
122512,714,2
15126,2233,0
27691,2233,0
78424,2233,2
84612,2233,0
139531,2233,0
142072,2233,0
14120,2233,1
24303,2233,1
44583,2233,2
127311,2233,1
142802,2233,1
152632,2233,1
17146,2233,2
43303,2233,2
140256,2233,2
15127,7,0
73031,7,2
105017,7,1
15127,1333,1
34931,1333,0
65208,1333,0
73031,1333,0
90798,1333,0
95483,1333,0
127883,1333,0
153455,1333,0
153757,1333,0
12678,1333,1
38459,1333,1
63218,1333,1
49720,1333,2
53314,1333,2
136407,1333,2
138370,1333,2
15131,4633,0
21506,4633,0
21510,4633,0
57393,4633,1
108826,4633,2
111010,4633,2
133155,4633,1
148935,4633,0
80482,4633,1
90451,4633,1
93500,4633,2
135539,4633,2
15148,1113,0
51251,1113,0
90808,1113,1
93338,1113,1
14065,1113,2
112179,1113,2
15176,1757,0
107448,1757,1
138448,1757,1
22117,1757,2
15176,1758,0
42248,1758,1
142309,1758,0
118554,1758,1
22117,1758,2
110013,1758,2
15197,4636,0
23158,4636,2
71660,4636,0
99383,4636,0
41801,4636,1
66601,4636,1
71343,4636,1
42051,4636,2
49697,4636,2
15197,4635,2
23158,4635,0
41801,4635,1
15198,4638,0
50767,4638,0
71662,4638,0
135423,4638,2
51973,4638,1
89016,4638,1
96073,4638,1
79695,4638,2
115576,4638,2
15198,4637,2
71662,4637,1
135423,4637,0
15210,1067,0
85170,1067,2
103905,1067,1
15210,3659,1
27670,3659,1
81168,3659,0
81419,3659,0
99012,3659,0
103905,3659,0
134783,3659,1
40953,3659,1
64773,3659,2
77317,3659,2
136671,3659,2
59853,3659,2
15263,2041,0
41614,2041,1
105976,2041,1
5401,2041,2
15269,1037,0
113094,1037,1
50905,1037,2
15285,181,0
140161,181,2
34157,181,1
15285,671,0
34157,671,1
27997,671,2
15287,740,0
30925,740,1
46264,740,2
15287,941,0
30925,941,2
79940,941,1
15293,4652,0
109476,4652,0
122126,4652,0
112175,4652,1
139816,4652,1
148979,4652,1
23155,4652,2
42048,4652,2
142184,4652,2
15294,4654,0
109477,4654,0
122127,4654,0
23156,4654,1
42049,4654,1
81968,4654,2
142185,4654,1
75906,4654,2
151796,4654,2
15304,698,0
37333,698,0
50678,698,0
80364,698,0
90362,698,0
93568,698,0
131247,698,0
133414,698,0
136803,698,0
152672,698,0
153532,698,0
1221,698,1
1227,698,1
3067,698,1
25435,698,1
25788,698,1
55762,698,1
62898,698,1
68512,698,1
81382,698,1
129180,698,1
131657,698,1
156331,698,1
16855,698,2
17982,698,2
18019,698,2
40156,698,2
49580,698,2
54492,698,2
57160,698,2
62365,698,2
76518,698,2
133095,698,2
140690,698,2
152042,698,2
15314,1305,0
15977,1305,0
52339,1305,0
56873,1305,0
63678,1305,0
67018,1305,0
67527,1305,0
87742,1305,0
89872,1305,0
137288,1305,0
156232,1305,0
1367,1305,1
17648,1305,1
49886,1305,1
52294,1305,1
75957,1305,1
87671,1305,1
96806,1305,1
113697,1305,1
121578,1305,1
128386,1305,1
25470,1305,2
43521,1305,2
62106,1305,2
64217,1305,2
66219,1305,2
74028,1305,2
114858,1305,2
158344,1305,2
15341,2441,0
126542,2441,0
142633,2441,0
144884,2441,0
82925,2441,1
82927,2441,1
99989,2441,1
149604,2441,1
14511,2441,2
16478,2441,2
46366,2441,2
51700,2441,2
15345,2022,0
29277,2022,0
55355,2022,0
63033,2022,0
83077,2022,0
87834,2022,0
109278,2022,0
112134,2022,0
123279,2022,0
134616,2022,0
142762,2022,0
14807,2022,1
34749,2022,1
40877,2022,1
73094,2022,1
73099,2022,1
89875,2022,1
94929,2022,1
111813,2022,1
123855,2022,1
134152,2022,1
137282,2022,1
9348,2022,2
16743,2022,2
24445,2022,2
34601,2022,2
50739,2022,2
50865,2022,2
51792,2022,2
104903,2022,2
126862,2022,2
128158,2022,2
130555,2022,2
15394,2339,0
96200,2339,0
130951,2339,0
130956,2339,0
84820,2339,1
111307,2339,1
135524,2339,1
141807,2339,1
11511,2339,2
11518,2339,2
30755,2339,2
30758,2339,2
15400,4493,0
97675,4493,0
98875,4493,1
124017,4493,1
23430,4493,2
96248,4493,2
15401,94,0
97676,94,0
67,94,1
33230,94,1
17861,94,2
68294,94,2
15410,764,0
69422,764,1
121773,764,2
15423,2450,0
157676,2450,1
90289,2450,2
15438,1242,0
148857,1242,1
15295,1242,2
15445,2168,0
16455,2168,0
22488,2168,0
45943,2168,0
79987,2168,0
88730,2168,2
111231,2168,0
3074,2168,1
20588,2168,1
39664,2168,1
46316,2168,2
80557,2168,1
117905,2168,1
133893,2168,1
51320,2168,2
109596,2168,2
110865,2168,2
139359,2168,2
15489,460,0
45406,460,0
48412,460,0
52317,460,0
53580,460,0
62967,460,0
63965,460,0
63978,460,0
64396,460,0
70031,460,0
70084,460,0
70186,460,0
70376,460,0
79067,460,0
79278,460,0
79293,460,0
79432,460,0
79465,460,0
79511,460,0
102444,460,0
106993,460,0
121566,460,0
132186,460,0
155524,460,0
4568,460,1
6304,460,1
9281,460,1
18289,460,1
20312,460,1
28707,460,1
34772,460,1
36084,460,1
43264,460,1
45106,460,1
56804,460,1
64104,460,1
71918,460,1
73237,460,1
77673,460,1
88024,460,1
99337,460,1
101236,460,1
124981,460,1
134402,460,1
135107,460,1
138992,460,1
140556,460,1
150828,460,1
11410,460,2
22783,460,2
32932,460,2
36680,460,2
38698,460,2
49284,460,2
49831,460,2
76523,460,2
78605,460,2
86417,460,2
88398,460,2
92170,460,2
99105,460,2
102885,460,2
103761,460,2
106147,460,2
106821,460,2
108368,460,2
109619,460,2
119125,460,2
123024,460,2
123027,460,2
144344,460,2
147270,460,2
15501,4667,0
132938,4667,1
81720,4667,2
15519,240,0
16457,240,0
30731,240,0
34293,240,0
78098,240,0
119786,240,0
18388,240,1
30698,240,1
86771,240,2
107549,240,1
144803,240,1
145305,240,1
156130,240,1
33278,240,2
101759,240,2
101760,240,2
108584,240,2
115007,240,2
15534,4492,0
50272,4492,1
84422,4492,1
76441,4492,2
15581,1801,0
16142,1801,0
42260,1801,0
65161,1801,0
110825,1801,0
131473,1801,2
67231,1801,2
74309,1801,1
118408,1801,1
119633,1801,2
136941,1801,1
158420,1801,1
77661,1801,2
121386,1801,2
15592,2654,0
120218,2654,0
9810,2654,1
147361,2654,1
101037,2654,2
104835,2654,2
15619,177,0
43849,177,0
48192,177,0
57587,177,0
58994,177,0
68467,177,0
68489,177,0
68739,177,0
75994,177,0
81268,177,0
83663,177,0
90183,177,0
111266,177,0
152614,177,0
858,177,1
8597,177,1
15826,177,1
25371,177,1
27471,177,1
32492,177,1
45706,177,1
82904,177,1
83671,177,1
89527,177,1
108480,177,1
120044,177,1
19850,177,2
65546,177,2
72970,177,2
73379,177,2
75172,177,2
75680,177,2
76895,177,2
83502,177,2
94681,177,2
105523,177,2
109877,177,2
134868,177,2
144854,177,2
148541,177,2
15654,2364,0
46891,2364,1
47339,2364,1
65055,2364,2
15697,3785,0
27751,3785,2
34769,3785,0
38350,3785,2
43564,3785,0
54250,3785,0
77933,3785,0
125075,3785,2
125333,3785,0
126439,3785,2
132209,3785,0
148784,3785,0
67872,3785,1
136421,3785,1
139299,3785,1
143930,3785,1
65280,3785,2
15722,997,0
114541,997,0
121212,997,0
154166,997,0
47751,997,1
73418,997,2
77232,997,2
82951,997,1
115677,997,1
131453,997,1
27401,997,2
58964,997,2
15743,971,0
137974,971,1
109112,971,2
15745,1260,0
78164,1260,0
112077,1260,0
151135,1260,0
157978,1260,0
1301,1260,1
48125,1260,1
78557,1260,1
92857,1260,1
143227,1260,1
3002,1260,2
18709,1260,2
24160,1260,2
72942,1260,2
155301,1260,2
15767,369,0
122363,369,1
149658,369,2
15778,3151,0
51169,3151,0
64117,3151,0
83995,3151,0
14748,3151,1
61123,3151,1
116411,3151,1
132068,3151,1
41627,3151,2
46069,3151,2
111510,3151,2
123524,3151,2
15784,1804,0
22833,1804,0
25482,1804,0
102061,1804,0
126283,1804,0
22807,1804,1
50901,1804,1
65162,1804,1
104101,1804,1
110826,1804,1
10903,1804,2
11170,1804,2
47249,1804,2
55601,1804,2
116608,1804,2
15792,4561,0
48758,4561,0
79723,4561,1
111429,4561,1
71744,4561,2
121968,4561,2
15798,3207,0
27876,3207,1
23482,3207,2
15798,3206,1
158075,3206,0
23482,3206,2
15876,3185,0
155452,3185,1
38832,3185,2
15876,3187,2
105267,3187,0
14603,3187,1
15929,3421,0
35069,3421,0
66705,3421,0
74466,3421,0
