TeamID,EventID
45,142
47,142
68,142
74,142
76,142
77,142
90,142
110,142
135,142
171,142
190,142
267,142
1,4007
4,4007
9,4007
16,4007
45,4007
46,4007
48,4007
60,4007
68,4007
76,4007
90,4007
135,4007
1,73
2,73
5,73
7,73
8,73
12,73
15,73
16,73
20,73
22,73
23,73
24,73
29,73
32,73
43,73
48,73
70,73
77,73
85,73
90,73
96,73
100,73
103,73
104,73
106,73
107,73
118,73
128,73
139,73
143,73
144,73
147,73
155,73
167,73
188,73
193,73
195,73
242,73
257,73
297,73
1,1929
2,1929
4,1929
5,1929
6,1929
9,1929
12,1929
24,1929
28,1929
29,1929
30,1929
32,1929
40,1929
45,1929
46,1929
47,1929
54,1929
65,1929
67,1929
68,1929
69,1929
74,1929
76,1929
77,1929
78,1929
81,1929
90,1929
98,1929
102,1929
103,1929
107,1929
108,1929
119,1929
135,1929
144,1929
198,1929
242,1929
294,1929
554,1929
581,1929
1,206
12,206
13,206
20,206
45,206
47,206
74,206
90,206
1,3825
4,3825
5,3825
6,3825
15,3825
27,3825
29,3825
32,3825
43,3825
54,3825
76,3825
84,3825
96,3825
119,3825
135,3825
144,3825
193,3825
1,431
2,431
9,431
15,431
18,431
20,431
23,431
26,431
29,431
32,431
34,431
43,431
47,431
58,431
86,431
96,431
99,431
110,431
139,431
143,431
1,2285
2,2285
4,2285
14,2285
15,2285
16,2285
22,2285
27,2285
29,2285
34,2285
43,2285
45,2285
47,2285
50,2285
52,2285
67,2285
73,2285
83,2285
90,2285
91,2285
96,2285
112,2285
119,2285
134,2285
147,2285
198,2285
230,2285
242,2285
1,4029
2,4029
4,4029
5,4029
7,4029
9,4029
12,4029
20,4029
23,4029
29,4029
43,4029
45,4029
47,4029
74,4029
76,4029
84,4029
90,4029
242,4029
581,4029
1,612
2,612
6,612
29,612
32,612
43,612
105,612
242,612
1,3632
9,3632
13,3632
16,3632
20,3632
23,3632
28,3632
29,3632
42,3632
43,3632
45,3632
47,3632
77,3632
90,3632
106,3632
107,3632
112,3632
242,3632
1,4720
20,4720
28,4720
29,4720
43,4720
77,4720
90,4720
143,4720
1,4079
5,4079
8,4079
9,4079
29,4079
32,4079
43,4079
74,4079
77,4079
84,4079
95,4079
119,4079
120,4079
190,4079
1,3434
9,3434
12,3434
16,3434
22,3434
32,3434
43,3434
73,3434
90,3434
96,3434
135,3434
242,3434
1,1880
9,1880
12,1880
13,1880
15,1880
16,1880
21,1880
26,1880
29,1880
32,1880
35,1880
40,1880
43,1880
45,1880
46,1880
55,1880
60,1880
68,1880
73,1880
74,1880
77,1880
81,1880
90,1880
96,1880
103,1880
105,1880
106,1880
112,1880
119,1880
125,1880
134,1880
135,1880
156,1880
179,1880
204,1880
230,1880
235,1880
242,1880
267,1880
277,1880
294,1880
309,1880
427,1880
1,2718
4,2718
7,2718
29,2718
45,2718
47,2718
90,2718
108,2718
242,2718
1,2121
4,2121
5,2121
20,2121
24,2121
28,2121
29,2121
32,2121
43,2121
45,2121
47,2121
71,2121
74,2121
76,2121
77,2121
90,2121
96,2121
99,2121
102,2121
120,2121
135,2121
139,2121
143,2121
144,2121
167,2121
201,2121
210,2121
242,2121
1,2349
7,2349
9,2349
12,2349
15,2349
16,2349
24,2349
29,2349
30,2349
32,2349
45,2349
47,2349
54,2349
74,2349
77,2349
78,2349
81,2349
90,2349
103,2349
108,2349
119,2349
189,2349
242,2349
1,3842
7,3842
12,3842
15,3842
29,3842
30,3842
32,3842
45,3842
74,3842
78,3842
119,3842
242,3842
1,2350
7,2350
9,2350
12,2350
15,2350
16,2350
24,2350
29,2350
30,2350
32,2350
45,2350
47,2350
54,2350
74,2350
77,2350
78,2350
81,2350
90,2350
103,2350
108,2350
119,2350
189,2350
242,2350
1,2351
7,2351
9,2351
12,2351
15,2351
16,2351
24,2351
29,2351
30,2351
32,2351
45,2351
47,2351
54,2351
74,2351
77,2351
78,2351
81,2351
90,2351
103,2351
108,2351
119,2351
189,2351
242,2351
1,2352
7,2352
9,2352
12,2352
15,2352
16,2352
24,2352
29,2352
30,2352
32,2352
45,2352
47,2352
54,2352
74,2352
77,2352
78,2352
81,2352
90,2352
103,2352
108,2352
119,2352
189,2352
242,2352
1,2353
7,2353
9,2353
12,2353
15,2353
16,2353
24,2353
29,2353
30,2353
32,2353
45,2353
47,2353
54,2353
74,2353
77,2353
78,2353
81,2353
90,2353
103,2353
108,2353
119,2353
189,2353
242,2353
1,357
2,357
4,357
6,357
7,357
8,357
9,357
13,357
16,357
18,357
20,357
21,357
22,357
27,357
29,357
35,357
41,357
42,357
43,357
45,357
47,357
48,357
51,357
59,357
61,357
74,357
96,357
99,357
110,357
155,357
189,357
193,357
216,357
257,357
1,1526
5,1526
12,1526
16,1526
20,1526
29,1526
40,1526
43,1526
45,1526
47,1526
58,1526
74,1526
77,1526
102,1526
141,1526
235,1526
244,1526
581,1526
1,2537
4,2537
9,2537
12,2537
16,2537
17,2537
22,2537
32,2537
43,2537
45,2537
52,2537
74,2537
76,2537
77,2537
90,2537
96,2537
100,2537
102,2537
105,2537
107,2537
143,2537
242,2537
1,1349
7,1349
9,1349
12,1349
16,1349
20,1349
22,1349
23,1349
24,1349
29,1349
32,1349
34,1349
45,1349
52,1349
74,1349
75,1349
77,1349
96,1349
143,1349
167,1349
242,1349
1,4172
9,4172
16,4172
20,4172
24,4172
29,4172
32,4172
34,4172
143,4172
1,2733
4,2733
12,2733
22,2733
29,2733
73,2733
74,2733
77,2733
1,3860
9,3860
16,3860
29,3860
47,3860
90,3860
96,3860
163,3860
210,3860
315,3860
383,3860
394,3860
1,136
9,136
16,136
18,136
20,136
24,136
29,136
31,136
32,136
33,136
43,136
45,136
47,136
51,136
57,136
58,136
61,136
63,136
69,136
74,136
77,136
79,136
87,136
89,136
90,136
91,136
95,136
96,136
100,136
103,136
104,136
109,136
122,136
124,136
125,136
128,136
141,136
142,136
145,136
153,136
155,136
156,136
171,136
175,136
198,136
207,136
216,136
231,136
235,136
237,136
247,136
270,136
294,136
301,136
317,136
347,136
369,136
427,136
442,136
582,136
666,136
788,136
1,606
9,606
13,606
16,606
20,606
28,606
29,606
34,606
43,606
45,606
52,606
74,606
77,606
90,606
106,606
135,606
242,606
257,606
294,606
1,607
9,607
13,607
16,607
20,607
29,607
77,607
90,607
1,3651
4,3651
6,3651
9,3651
16,3651
46,3651
48,3651
76,3651
90,3651
96,3651
135,3651
1,3604
4,3604
7,3604
9,3604
12,3604
15,3604
16,3604
20,3604
23,3604
24,3604
28,3604
29,3604
32,3604
43,3604
45,3604
46,3604
47,3604
54,3604
69,3604
71,3604
74,3604
76,3604
81,3604
97,3604
128,3604
143,3604
167,3604
242,3604
257,3604
323,3604
581,3604
1,3605
4,3605
15,3605
20,3605
21,3605
24,3605
28,3605
29,3605
32,3605
43,3605
45,3605
47,3605
74,3605
76,3605
81,3605
90,3605
128,3605
143,3605
257,3605
323,3605
581,3605
1,3607
7,3607
9,3607
12,3607
15,3607
20,3607
21,3607
24,3607
26,3607
27,3607
29,3607
32,3607
43,3607
45,3607
47,3607
74,3607
77,3607
90,3607
96,3607
97,3607
100,3607
102,3607
107,3607
111,3607
128,3607
143,3607
149,3607
167,3607
242,3607
257,3607
323,3607
1,4420
7,4420
8,4420
9,4420
12,4420
15,4420
24,4420
27,4420
29,4420
43,4420
45,4420
47,4420
74,4420
76,4420
90,4420
102,4420
107,4420
111,4420
143,4420
149,4420
207,4420
242,4420
251,4420
257,4420
1,3945
4,3945
9,3945
11,3945
16,3945
18,3945
20,3945
21,3945
23,3945
24,3945
26,3945
28,3945
29,3945
32,3945
40,3945
43,3945
45,3945
47,3945
48,3945
53,3945
54,3945
58,3945
69,3945
74,3945
77,3945
84,3945
85,3945
90,3945
94,3945
99,3945
103,3945
110,3945
135,3945
143,3945
144,3945
149,3945
195,3945
242,3945
297,3945
1,3273
4,3273
9,3273
15,3273
16,3273
21,3273
29,3273
30,3273
32,3273
45,3273
47,3273
54,3273
74,3273
76,3273
78,3273
85,3273
90,3273
96,3273
97,3273
105,3273
108,3273
110,3273
120,3273
144,3273
242,3273
267,3273
581,3273
1,3274
2,3274
4,3274
9,3274
12,3274
15,3274
16,3274
21,3274
29,3274
30,3274
45,3274
47,3274
54,3274
74,3274
76,3274
78,3274
85,3274
90,3274
96,3274
97,3274
108,3274
110,3274
120,3274
144,3274
190,3274
242,3274
581,3274
1,2201
2,2201
9,2201
12,2201
24,2201
32,2201
77,2201
105,2201
143,2201
242,2201
1,1243
12,1243
14,1243
20,1243
21,1243
24,1243
29,1243
43,1243
47,1243
105,1243
139,1243
149,1243
1,793
9,793
12,793
20,793
21,793
29,793
33,793
47,793
52,793
77,793
90,793
139,793
1,1928
2,1928
